title,release_year,age_certification,runtime,production_countries,seasons,imdb_score,imdb_votes,tmdb_popularity,top_genres,average_score
Nailed It! Holiday!,2018,TV-PG,33,['US'],2.0,7.7,1098.0,3.101,['reality'],7.949999999999999
Part-Time Idol,2017,TV-14,40,['KR'],1.0,6.7,108.0,3.867,"['drama', 'family']",7.630000000000001
Standup and Away! with Brian Regan,2018,TV-PG,25,['US'],1.0,5.7,400.0,1.208,['comedy'],6.815
Super Monsters,2017,TV-Y,13,['CA'],3.0,6.2,417.0,8.924,"['animation', 'comedy']",7.02
Ari Shaffir: Double Negative,2017,,47,['US'],1.0,,,1.739,['comedy'],6.58
Lost Song,2018,TV-14,24,['JP'],1.0,7.0,375.0,4.07,"['action', 'animation']",7.689999999999999
Check The Store Next Door,2018,TV-14,30,['ID'],2.0,7.7,138.0,2.671,"['comedy', 'drama']",7.140000000000001
First and Last,2018,TV-MA,41,['US'],1.0,6.7,423.0,4.425,['documentation'],7.314999999999999
Buddy Thunderstruck,2017,TV-Y7,23,['US'],2.0,7.7,495.0,3.267,"['comedy', 'family']",8.13
Oh My Ghost,2018,,68,['TH'],1.0,,,2.139,['drama'],8.379999999999999
The Many Faces of Ito,2017,,30,['JP'],1.0,6.7,248.0,4.347,"['drama', 'thriller']",7.225
ID-0,2017,TV-14,24,['JP'],1.0,6.1,324.0,3.167,"['drama', 'scifi']",6.385
Westside,2018,TV-MA,50,['US'],1.0,6.1,166.0,0.6,['reality'],5.35
Age of Tanks,2017,TV-PG,54,['FR'],1.0,7.3,900.0,2.108,"['documentation', 'history']",7.165
Ponysitters Club,2018,TV-Y,23,['US'],2.0,5.6,117.0,1.96,['family'],7.125
REA(L)OVE,2018,TV-MA,42,['JP'],1.0,6.5,220.0,1.091,['reality'],6.54
On Children,2018,,98,['TW'],1.0,7.2,388.0,2.087,"['drama', 'family']",7.609999999999999
The Sound of Your Heart: Reboot,2018,,34,['KR'],2.0,5.9,136.0,3.961,['comedy'],6.33
Cupcake & Dino - General Services,2018,TV-Y7,18,"['BR', 'CA']",2.0,7.5,694.0,4.925,"['animation', 'comedy']",8.21
Best.Worst.Weekend.Ever.,2018,TV-PG,24,['US'],1.0,6.3,301.0,3.665,"['comedy', 'family']",7.25
Prince of Peoria,2018,TV-Y7,26,['US'],2.0,5.7,481.0,9.166,"['comedy', 'family']",6.5
Made in Mexico,2018,,50,['US'],1.0,3.9,759.0,3.541,['reality'],5.825
Bangkok Love Stories 2: Innocence,2018,,44,['TH'],1.0,6.6,202.0,3.473,"['drama', 'romance']",7.489999999999999
The Judgement,2018,,48,['TH'],1.0,7.1,97.0,1.429,"['crime', 'drama']",7.515
YG Future Strategy Office,2018,TV-MA,26,['KR'],1.0,6.7,209.0,2.519,['comedy'],7.045
What She Put on the Table,2017,TV-14,85,['TW'],1.0,7.3,30.0,2.319,['drama'],4.6
A Taiwanese Tale of Two Cities,2018,,69,['TW'],2.0,6.1,159.0,1.4,['drama'],7.15
Club de Cuervos Presents: The Ballad of Hugo Sánchez,2018,TV-MA,33,['MX'],1.0,6.5,824.0,5.086,"['comedy', 'drama']",7.26
Running Man,2017,,11,['KR'],1.0,8.5,36.0,0.6,"['animation', 'comedy']",8.5
Jimmy: The True Story of a True Idiot,2018,TV-MA,46,['JP'],1.0,6.8,78.0,1.342,"['comedy', 'drama']",6.15
A House of Blocks,2017,TV-MA,85,['TW'],1.0,2.3,137.0,1.772,"['drama', 'horror']",5.385
Justice: Qalb Al Adala,2017,TV-14,42,['US'],1.0,5.4,160.0,0.6,"['crime', 'drama']",6.44
Memories of Love,2018,TV-PG,44,['CN'],1.0,5.7,17.0,5.027,"['drama', 'romance']",4.565
A Boy Named Flora A,2017,TV-MA,89,['TW'],2.0,7.9,323.0,1.699,"['comedy', 'drama']",7.6
The Hollywood Masters,2017,TV-MA,34,['US'],3.0,7.2,87.0,0.6,['documentation'],7.2
Dance & Sing With True,2018,,2,['CA'],1.0,6.4,6.0,0.84,"['animation', 'family']",8.2
The Could've-Gone-All-the-Way Committee,2018,TV-14,24,['JP'],1.0,6.8,104.0,1.875,"['comedy', 'drama']",6.824999999999999
Follow This,2018,TV-MA,18,['US'],3.0,4.9,711.0,0.902,['documentation'],5.65
Pretty Man,2018,TV-14,35,['CN'],2.0,,,3.328,['family'],8.65
The Perfect Match,2017,TV-14,44,['TW'],1.0,,,2.723,"['comedy', 'drama']",7.660000000000001
Here to Heart,2018,TV-14,45,['CN'],1.0,7.5,225.0,3.082,"['drama', 'romance']",7.939999999999999
True: Magical Friends,2018,TV-Y,24,['US'],1.0,,,0.675,['animation'],10.0
Little Singham,2018,,12,['IN'],2.0,3.5,99.0,0.6,"['action', 'animation']",4.05
Luna Petunia Return to Amazia,2018,TV-Y,24,['US'],2.0,4.8,47.0,2.75,['animation'],5.6
The Unknown Hitman: The Story of El Cholo Adrián,2017,TV-MA,50,['MX'],2.0,6.6,145.0,4.376,"['action', 'crime']",8.3
Life Plan A and B,2017,TV-PG,80,['TW'],1.0,7.8,116.0,1.332,['drama'],7.55
Afronta!,2017,TV-PG,14,['BR'],1.0,7.4,8.0,0.6,['documentation'],7.4
Highland: Thailand's Marijuana Awakening,2017,TV-MA,20,['US'],1.0,6.2,24.0,0.663,['documentation'],7.199999999999999
The Umbrella Academy,2019,TV-14,50,['US'],3.0,8.0,230211.0,388.952,"['comedy', 'drama']",8.415
Virgin River,2019,TV-14,44,['US'],4.0,7.4,36459.0,169.37,"['drama', 'romance']",7.815300000000001
"Love, Death & Robots",2019,TV-MA,13,['US'],3.0,8.4,131937.0,156.46,"['animation', 'scifi']",8.435
In the Dark,2019,TV-14,41,['US'],4.0,7.5,11409.0,39.136,"['comedy', 'drama']",7.805000000000001
Vinland Saga,2019,TV-MA,24,['JP'],2.0,8.8,32535.0,15.663,"['action', 'animation']",8.77
Tuca & Bertie,2019,TV-MA,24,['US'],3.0,7.3,7023.0,18.246,"['animation', 'comedy']",7.39
Russian Doll,2019,TV-MA,28,['US'],2.0,7.8,91649.0,18.072,"['comedy', 'drama']",7.775
Jurassic World: Camp Cretaceous,2020,TV-PG,24,['US'],5.0,7.5,8022.0,259.059,"['action', 'animation']",7.85
The Witcher,2019,TV-MA,58,['US'],2.0,8.2,472202.0,101.869,"['action', 'scifi']",8.3098
Bridgerton,2020,TV-MA,62,['US'],4.0,7.3,129085.0,106.118,"['drama', 'history']",7.84
Control Z,2020,TV-MA,38,['MX'],3.0,6.9,8895.0,473.002,"['drama', 'thriller']",7.64
After Life,2019,TV-MA,28,['GB'],3.0,8.4,129243.0,19.931,"['comedy', 'drama']",8.22935
Surviving R. Kelly,2019,TV-14,59,['US'],2.0,7.5,4906.0,3.97,"['crime', 'documentation']",7.76
Are You Afraid of the Dark?,2019,TV-PG,42,['US'],3.0,7.0,2216.0,63.359,"['horror', 'thriller']",7.375
The Queen's Gambit,2020,TV-MA,56,['US'],1.0,8.6,420100.0,82.702,"['drama', 'sport']",8.6808
"Roswell, New Mexico",2019,TV-14,41,['US'],4.0,6.1,12343.0,46.094,"['drama', 'scifi']",7.194999999999999
Sex Education,2019,TV-MA,52,['GB'],4.0,8.3,251168.0,273.962,"['comedy', 'drama']",8.411100000000001
Dead to Me,2019,TV-MA,31,['US'],2.0,8.0,74989.0,26.155,"['crime', 'thriller']",7.78455
Capitani,2019,TV-MA,29,['LU'],2.0,6.6,4912.0,28.789,"['crime', 'drama']",6.82175
I Think You Should Leave with Tim Robinson,2019,TV-MA,16,['US'],3.0,7.9,11900.0,8.873,['comedy'],7.42
Formula 1: Drive to Survive,2019,TV-MA,38,['GB'],6.0,8.6,38345.0,40.781,"['documentation', 'sport']",8.58
The Last Dance,2020,TV-MA,50,['US'],1.0,9.1,115915.0,27.702,"['documentation', 'history']",8.739999999999998
Locke & Key,2020,TV-14,48,['US'],3.0,7.4,72031.0,48.22,"['drama', 'thriller']",7.845
Outer Banks,2020,TV-MA,49,['US'],2.0,7.5,45815.0,39.319,"['action', 'thriller']",8.09975
Emily in Paris,2020,TV-MA,29,['US'],2.0,6.9,86631.0,42.991,"['comedy', 'drama']",7.54775
Unbelievable,2019,TV-MA,48,['US'],1.0,8.4,98384.0,20.378,"['crime', 'drama']",8.344999999999999
Kingdom,2019,TV-MA,48,['KR'],2.0,8.3,44874.0,42.052,"['action', 'scifi']",8.43
Blown Away,2019,TV-PG,26,['CA'],3.0,7.1,3034.0,23.841,"['comedy', 'reality']",7.289999999999999
Marianne,2019,TV-MA,45,['FR'],1.0,7.4,14895.0,22.746,"['drama', 'thriller']",7.665
Space Force,2020,TV-MA,30,['US'],2.0,6.7,63379.0,21.173,['comedy'],6.82
Love on the Spectrum,2019,TV-14,42,['AU'],2.0,8.6,5846.0,5.852,"['reality', 'romance']",8.355
Never Have I Ever,2020,TV-14,28,['US'],4.0,7.8,47000.0,47.843,"['comedy', 'drama']",8.08235
The Stranger,2020,TV-MA,45,['GB'],1.0,7.3,48298.0,11.603,"['crime', 'thriller']",7.48
Dracula,2020,TV-MA,88,['GB'],1.0,6.8,45971.0,25.177,"['action', 'drama']",7.1139
The Comey Rule,2020,TV-MA,82,['US'],1.0,7.4,8829.0,9.22,"['drama', 'war']",7.575
Black Summer,2019,TV-MA,39,['US'],2.0,6.5,29318.0,30.795,"['scifi', 'thriller']",6.945
The Daily Life of the Immortal King,2020,TV-14,19,['CN'],2.0,7.2,1331.0,121.132,"['animation', 'scifi']",7.969999999999999
Alice in Borderland,2020,TV-MA,47,['JP'],2.0,7.6,49446.0,71.018,"['action', 'drama']",7.989999999999999
The Dark Crystal: Age of Resistance,2019,TV-PG,51,"['GB', 'US']",1.0,8.4,24419.0,23.53,"['family', 'scifi']",8.21
When They See Us,2019,TV-MA,74,['US'],1.0,8.9,116560.0,20.965,"['crime', 'drama']",8.64
The Haunting of Bly Manor,2020,TV-MA,55,['US'],1.0,7.3,99047.0,29.636,"['drama', 'thriller']",7.66
Sweet Magnolias,2020,TV-14,50,['US'],2.0,7.3,17689.0,17.137,"['drama', 'romance']",7.705
Warrior Nun,2020,TV-MA,43,['US'],2.0,6.8,30243.0,45.891,"['action', 'drama']",7.455
Don't F**k with Cats: Hunting an Internet Killer,2019,TV-MA,62,['GB'],1.0,8.0,51559.0,13.548,"['crime', 'documentation']",7.965
The Midnight Gospel,2020,TV-MA,26,['US'],1.0,,,27.366,"['animation', 'comedy']",8.47
The Defeated,2020,TV-MA,55,['DE'],1.0,7.0,5902.0,7.002,"['history', 'thriller']",7.0807
The Hateful Eight: Extended Version,2019,TV-MA,53,['US'],1.0,,,1.96,"['crime', 'thriller']",10.0
The Family,2019,TV-14,50,['US'],1.0,6.4,3491.0,6.904,"['documentation', 'sport']",6.805
Into the Night,2020,TV-MA,36,['BE'],2.0,7.1,31559.0,22.983,"['drama', 'scifi']",7.425
Feel Good,2020,TV-MA,25,['GB'],2.0,7.5,10690.0,9.986,"['comedy', 'drama']",7.58
Crash Landing on You,2019,,85,['KR'],1.0,,,59.917,['war'],8.92
Ragnarok,2020,TV-MA,47,['NO'],2.0,7.5,36863.0,118.364,"['action', 'thriller']",7.88015
Love Is Blind,2020,TV-MA,54,['US'],5.0,6.1,7863.0,1.4,"['reality', 'romance']",7.015
Young Wallander,2020,TV-MA,45,['GB'],2.0,6.9,11377.0,72.638,"['crime', 'thriller']",7.145
Hollywood,2020,TV-MA,50,['US'],1.0,7.5,36052.0,11.855,"['drama', 'history']",7.67
Our Planet,2019,TV-G,50,['GB'],1.0,9.3,42259.0,19.942,['documentation'],9.11
The Chef Show,2019,TV-MA,31,['US'],2.0,8.2,5107.0,7.305,['documentation'],8.11
Big Timber,2020,,48,['CA'],2.0,6.6,705.0,19.64,['reality'],6.949999999999999
Raising Dion,2019,TV-G,43,['US'],2.0,7.1,14799.0,33.326,"['drama', 'scifi']",7.56
Sweet Home,2020,TV-MA,52,['KR'],1.0,,,69.734,"['drama', 'scifi']",8.739999999999998
Ratched,2020,TV-MA,54,['US'],2.0,7.2,54291.0,35.227,"['drama', 'history']",7.609999999999999
The Politician,2019,TV-14,43,['US'],2.0,7.5,22182.0,14.713,"['comedy', 'drama']",7.58
The Cursed,2020,TV-MA,62,['KR'],1.0,7.1,466.0,4.435,"['scifi', 'thriller']",7.605
Top Boy,2019,TV-MA,53,['GB'],3.0,,,24.305,"['crime', 'drama']",8.56
Dorohedoro,2020,TV-MA,25,['JP'],1.0,8.1,8262.0,23.072,"['action', 'scifi']",8.419999999999998
The Society,2019,TV-MA,56,['US'],1.0,7.0,28647.0,21.138,"['drama', 'scifi']",7.465
Unorthodox,2020,TV-MA,54,['DE'],1.0,8.0,76083.0,15.173,['drama'],8.055
The Twelve,2019,TV-MA,48,['BE'],1.0,7.4,5174.0,9.883,"['drama', 'thriller']",7.35
Barbarians,2020,TV-MA,47,['DE'],1.0,7.2,23709.0,37.819,"['action', 'drama']",7.4282
The Movies That Made Us,2019,TV-PG,47,['US'],3.0,7.6,6288.0,10.08,"['documentation', 'family']",7.630000000000001
She,2020,,40,['IN'],2.0,,,11.259,"['crime', 'drama']",6.67
Cursed,2020,TV-MA,55,['US'],1.0,5.8,29864.0,30.279,"['action', 'scifi']",6.73
Lego Jurassic World: Legend of Isla Nublar,2019,TV-PG,22,['CA'],1.0,6.7,289.0,13.663,"['comedy', 'family']",7.09
Living with Yourself,2019,TV-MA,26,['US'],2.0,7.2,30624.0,9.447,"['drama', 'scifi']",7.16
Giri/Haji,2019,TV-MA,58,['GB'],1.0,7.8,14008.0,14.215,"['drama', 'thriller']",7.865
The Spy,2019,TV-MA,53,['FR'],1.0,7.9,41237.0,16.993,"['drama', 'history']",7.869999999999999
Pokémon Journeys: The Series,2020,TV-PG,22,['JP'],1.0,6.9,563.0,1.4,"['action', 'animation']",6.65
Jeffrey Epstein: Filthy Rich,2020,TV-MA,57,['US'],1.0,7.1,23816.0,9.369,"['crime', 'documentation']",7.289999999999999
Bogdan Boner: Egzorcysta,2020,TV-MA,12,['PL'],2.0,7.3,105.0,10.114,"['animation', 'comedy']",5.949999999999999
The Valhalla Murders,2019,TV-MA,47,['IS'],1.0,7.1,13467.0,11.145,"['crime', 'drama']",7.109999999999999
The Last Czars,2019,TV-MA,45,['GB'],1.0,7.3,8248.0,9.163,"['documentation', 'romance']",7.48
Selling Sunset,2019,TV-MA,36,['US'],5.0,6.4,6217.0,8.686,['reality'],6.85
Glow Up: Britain's Next Make-Up Star,2019,TV-14,54,['GB'],4.0,6.8,2095.0,5.621,['reality'],7.05
I Am Not Okay with This,2020,TV-MA,21,['US'],1.0,7.5,58674.0,27.985,"['drama', 'fantasy']",7.939999999999999
WHAT / IF,2019,TV-MA,54,['US'],1.0,6.3,15243.0,19.664,"['drama', 'thriller']",6.619999999999999
Unsolved Mysteries,2020,TV-MA,49,['US'],2.0,7.3,9492.0,18.654,"['documentation', 'drama']",7.66
Cheer,2020,TV-MA,56,['US'],2.0,8.1,6271.0,8.36,"['documentation', 'sport']",7.880000000000001
DC Super Hero Girls,2019,TV-PG,10,['US'],2.0,7.1,1282.0,12.626,"['animation', 'scifi']",7.739999999999999
The Order,2019,TV-MA,48,['US'],2.0,6.7,27943.0,27.883,"['drama', 'scifi']",7.405000000000001
Down to Earth with Zac Efron,2020,TV-PG,39,['US'],1.0,8.0,6586.0,17.742,"['documentation', 'history']",8.01
Kipo and the Age of Wonderbeasts,2020,TV-Y7,23,['US'],3.0,8.3,5618.0,24.191,"['comedy', 'family']",8.43
Ghost in the Shell: SAC_2045,2020,TV-14,25,['JP'],2.0,6.2,2397.0,11.482,"['action', 'scifi']",6.525
The Untamed,2019,TV-14,44,['CN'],1.0,8.8,6181.0,30.895,"['action', 'drama']",8.725000000000001
Too Hot to Handle,2020,TV-MA,42,['US'],3.0,4.6,12230.0,20.633,"['reality', 'romance']",5.859999999999999
Another Life,2019,TV-MA,42,['US'],2.0,5.2,35536.0,56.037,"['drama', 'scifi']",5.845000000000001
Love & Anarchy,2020,TV-MA,31,['SE'],2.0,7.4,7896.0,13.59,"['comedy', 'drama']",7.485
L.A.'s Finest,2019,TV-14,47,['US'],2.0,6.1,7000.0,21.788,"['crime', 'drama']",6.835
Greatest Events of WWII in Colour,2019,,50,['GB'],1.0,8.7,8622.0,7.929,"['documentation', 'history']",8.719999999999999
Tiger King,2020,TV-MA,44,['US'],2.0,7.5,77790.0,9.63,"['crime', 'documentation']",7.4
Undercover,2019,TV-MA,49,['BE'],3.0,7.8,17005.0,17.659,"['crime', 'drama']",8.0
Criminal: UK,2019,TV-MA,44,['GB'],2.0,7.6,18213.0,12.302,"['crime', 'drama']",7.643050000000001
Traitors,2019,TV-MA,51,['GB'],1.0,6.6,3130.0,4.526,"['drama', 'war']",6.859999999999999
Merli: Dare to Know,2019,TV-MA,48,['ES'],2.0,7.6,1868.0,52.228,"['comedy', 'drama']",8.08
Backstreet Rookie,2020,TV-14,62,['KR'],1.0,7.4,2216.0,29.819,"['comedy', 'drama']",7.575
Dare Me,2019,TV-MA,43,['US'],1.0,6.6,5254.0,15.001,"['crime', 'thriller']",7.355
The English Game,2020,TV-14,48,['GB'],1.0,,,13.746,['drama'],7.93
Hotel Del Luna,2019,TV-14,80,['KR'],1.0,8.2,8405.0,32.042,"['action', 'romance']",8.515
Wu Assassins,2019,TV-MA,44,['US'],1.0,6.4,12921.0,15.475,"['action', 'scifi']",6.985
The Gentlemen's League,2019,TV-G,98,['KR'],2.0,,,10.495,['reality'],8.2
To the Lake,2019,TV-MA,51,['RU'],2.0,7.2,12713.0,13.757,"['drama', 'thriller']",7.475
Teenage Bounty Hunters,2020,TV-MA,49,['US'],1.0,7.6,11426.0,16.492,"['comedy', 'drama']",7.855
Away,2020,TV-14,50,['US'],1.0,6.6,23787.0,16.426,"['drama', 'scifi']",6.859999999999999
Floor is Lava,2020,TV-Y7,31,['US'],2.0,5.3,2429.0,9.617,['reality'],6.66
Julie and the Phantoms,2020,TV-G,2,['US'],1.0,8.4,9725.0,13.926,"['fantasy', 'scifi']",8.5628
How to Sell Drugs Online (Fast),2019,TV-MA,32,['DE'],3.0,7.9,31516.0,26.381,"['comedy', 'crime']",8.185
Ultraman,2019,TV-14,24,['JP'],3.0,6.8,2089.0,30.084,"['action', 'animation']",7.095
Dark Desire,2020,TV-MA,34,['MX'],2.0,6.5,7420.0,122.06,"['drama', 'thriller']",7.035
The Circle,2020,TV-MA,52,['US'],5.0,7.2,6901.0,7.905,['reality'],7.564999999999999
BEASTARS,2019,TV-MA,23,['JP'],2.0,7.7,9782.0,66.572,"['animation', 'drama']",8.265
Messiah,2020,TV-MA,45,['US'],1.0,7.6,42667.0,19.659,"['drama', 'thriller']",7.630000000000001
Get Organized with The Home Edit,2020,TV-PG,42,['US'],2.0,5.4,1506.0,6.857,['reality'],6.215
Daybreak,2019,TV-MA,47,['US'],1.0,6.6,19654.0,18.304,"['drama', 'scifi']",7.085
The Pharmacist,2020,TV-MA,54,['US'],1.0,7.7,7261.0,3.063,"['crime', 'documentation']",8.13
Blood of Zeus,2020,TV-MA,31,['US'],1.0,,,27.566,"['animation', 'scifi']",8.29
Schulz Saves America,2020,TV-MA,17,['US'],1.0,7.3,1086.0,1.4,['comedy'],7.435
Northern Rescue,2019,TV-14,44,['CA'],1.0,6.9,4202.0,9.477,"['drama', 'family']",7.1
Itaewon Class,2020,TV-MA,70,['KR'],1.0,8.2,12780.0,36.591,"['drama', 'romance']",8.425
Quicksand,2019,TV-MA,46,['SE'],1.0,7.5,21276.0,16.469,"['crime', 'drama']",7.535
Start-Up,2020,TV-14,80,['KR'],1.0,8.1,9697.0,32.075,"['comedy', 'drama']",8.33
Sintonia,2019,TV-MA,44,['BR'],3.0,6.6,1172.0,42.611,"['crime', 'drama']",7.489999999999999
It's Okay to Not Be Okay,2020,TV-MA,76,['KR'],1.0,8.6,22346.0,50.095,"['comedy', 'drama']",8.669999999999998
Her Private Life,2019,TV-14,75,['KR'],2.0,7.7,3826.0,14.707,"['comedy', 'drama']",7.91985
Equinox,2020,,46,['DK'],1.0,,,15.497,"['drama', 'scifi']",7.660000000000001
The Woods,2020,TV-MA,51,['PL'],1.0,,,6.208,"['drama', 'thriller']",7.39
Middleditch & Schwartz,2020,TV-MA,51,['US'],1.0,8.6,5310.0,2.329,['comedy'],8.399999999999999
Bonding,2019,TV-MA,17,['US'],2.0,7.1,16027.0,19.49,"['comedy', 'drama']",7.380000000000001
Conversations with a Killer: The Ted Bundy Tapes,2019,TV-MA,59,['US'],1.0,7.8,27439.0,14.137,"['crime', 'documentation']",7.819999999999999
Fear City: New York vs The Mafia,2020,TV-MA,52,['US'],1.0,7.1,7354.0,10.282,"['crime', 'documentation']",7.154999999999999
Inside Bill's Brain: Decoding Bill Gates,2019,TV-14,53,['US'],1.0,7.9,10892.0,6.426,['documentation'],7.825
The Uncanny Counter,2020,TV-14,64,['KR'],1.0,8.1,6033.0,28.255,"['drama', 'thriller']",8.51
GREAT PRETENDER,2020,TV-MA,23,['JP'],1.0,7.9,4902.0,13.641,"['action', 'drama']",7.869999999999999
The Baker and the Beauty,2020,TV-14,32,['US'],1.0,7.3,4270.0,8.545,"['comedy', 'drama']",7.795
V Wars,2019,TV-MA,42,['US'],1.0,6.0,13745.0,19.7,"['drama', 'scifi']",6.965
High Score,2020,TV-14,42,['US'],1.0,7.4,7912.0,13.282,"['documentation', 'history']",7.619999999999999
Special,2019,TV-MA,22,['US'],2.0,7.6,9434.0,6.88,"['comedy', 'drama']",7.314999999999999
Street Food,2019,TV-G,31,['US'],2.0,7.9,2760.0,4.101,['documentation'],8.005
Oh My Baby,2020,TV-14,68,['KR'],1.0,7.2,213.0,4.131,"['comedy', 'family']",7.25
High Seas,2019,TV-MA,42,['ES'],4.0,6.8,7359.0,20.911,"['crime', 'drama']",7.05
Chambers,2019,TV-MA,44,['US'],1.0,6.4,8455.0,13.586,"['drama', 'thriller']",6.76
The Letter for the King,2020,TV-PG,47,['GB'],1.0,5.9,7468.0,8.039,"['action', 'family']",6.645
Lies and Deceit,2020,,49,['ES'],1.0,,,5.086,['thriller'],5.680000000000001
Transformers: War for Cybertron: Siege,2020,TV-14,19,['US'],3.0,,,30.394,"['action', 'scifi']",7.839999999999999
The Devil Next Door,2019,TV-MA,46,"['IL', 'US']",1.0,7.6,13370.0,6.571,"['crime', 'documentation']",7.539999999999999
White Lines,2020,TV-MA,55,['GB'],1.0,6.6,16768.0,14.393,"['drama', 'thriller']",6.859999999999999
Spinning Out,2020,TV-MA,49,['US'],1.0,7.6,14066.0,14.067,"['drama', 'sport']",7.944999999999999
Tales of the City,2019,TV-MA,56,['US'],1.0,7.4,7930.0,10.445,['drama'],7.575
Stateless,2020,TV-14,53,['AU'],1.0,7.5,9327.0,8.085,['drama'],7.31
Power Rangers Beast Morphers,2019,TV-Y7,22,['ES'],2.0,6.5,602.0,1.802,"['action', 'animation']",8.115
Osmosis,2019,TV-MA,42,['FR'],1.0,5.7,3041.0,8.783,"['drama', 'scifi']",6.005000000000001
Tidying Up with Marie Kondo,2019,TV-PG,40,['US'],1.0,6.6,3568.0,4.47,['reality'],6.859999999999999
Selena: The Series,2020,TV-PG,38,['US'],2.0,6.9,4505.0,45.91,"['drama', 'music']",7.325
LEGO City Adventures,2019,TV-Y7,13,['US'],4.0,6.7,194.0,7.24,"['action', 'animation']",7.180000000000001
Dash & Lily,2020,TV-14,25,['US'],1.0,7.5,16978.0,16.738,"['comedy', 'drama']",7.939999999999999
Carmen Sandiego,2019,TV-Y7,25,['US'],4.0,7.9,5744.0,16.916,"['action', 'animation']",8.094999999999999
Toy Boy,2019,TV-MA,61,['ES'],2.0,6.5,7526.0,23.996,"['drama', 'thriller']",7.215
Vagabond,2019,TV-MA,63,['KR'],1.0,8.2,7982.0,29.264,"['drama', 'thriller']",8.41375
Aunty Donna's Big Ol House of Fun,2020,TV-MA,20,['AU'],1.0,7.9,6318.0,4.316,['comedy'],7.825
Caliphate,2020,TV-MA,48,['SE'],1.0,8.2,18134.0,12.662,"['drama', 'war']",7.885
Heaven Official's Blessing,2020,TV-14,24,"['CN', 'US']",1.0,8.2,1475.0,7.437,"['drama', 'scifi']",8.469999999999999
Wizards: Tales of Arcadia,2020,TV-Y7,24,['US'],1.0,,,27.027,"['action', 'comedy']",8.4727
Astronomy Club: The Sketch Show,2019,TV-MA,20,['US'],1.0,6.9,598.0,1.4,['comedy'],7.19
Grand Army,2020,TV-MA,52,['US'],1.0,7.4,6723.0,9.697,['drama'],7.8
Next in Fashion,2020,TV-14,50,['US'],1.0,7.3,3646.0,4.72,['reality'],7.75
Persona,2019,TV-MA,22,['KR'],2.0,6.6,1196.0,5.056,['drama'],6.725
Killer Inside: The Mind of Aaron Hernandez,2020,TV-MA,67,['US'],1.0,7.4,16934.0,7.173,"['crime', 'documentation']",7.530000000000001
Garth Brooks: The Road I'm On,2019,TV-PG,86,['US'],1.0,7.4,287.0,0.699,"['documentation', 'reality']",8.7
Biohackers,2020,TV-MA,42,['DE'],2.0,6.8,9577.0,11.461,"['drama', 'scifi']",7.275
The I-Land,2019,TV-MA,40,['US'],1.0,4.6,16918.0,16.064,"['drama', 'scifi']",5.347
"The Mind, Explained",2019,TV-14,22,['US'],2.0,8.0,5312.0,9.751,['documentation'],8.01
Carole & Tuesday,2019,TV-PG,24,['JP'],1.0,7.8,2038.0,9.913,"['drama', 'scifi']",7.73
Arthdal Chronicles,2019,,80,['KR'],3.0,8.3,4351.0,16.156,"['action', 'drama']",8.301300000000001
Green Eggs and Ham,2019,TV-Y7,28,['US'],2.0,8.1,2631.0,13.878,"['animation', 'comedy']",8.419999999999998
Challenger: The Final Flight,2020,TV-14,45,['US'],1.0,7.8,6927.0,14.707,"['documentation', 'history']",7.595
Unabomber: In His Own Words,2020,TV-MA,44,['US'],1.0,7.2,3446.0,4.465,"['crime', 'documentation']",7.430000000000001
Song Exploder,2020,TV-MA,25,['US'],2.0,7.4,776.0,1.366,"['documentation', 'music']",7.8
Dragons: Rescue Riders,2019,TV-Y,24,['US'],2.0,5.9,314.0,10.237,"['action', 'comedy']",6.6
The Ghost Bride,2020,TV-14,51,"['MY', 'TW']",1.0,6.2,739.0,7.036,['drama'],6.75
Hoops,2020,,26,['US'],1.0,,,7.627,"['animation', 'comedy']",7.503400000000001
7SEEDS,2019,TV-MA,25,['JP'],2.0,6.3,1420.0,32.402,"['drama', 'scifi']",7.25
Mr. Iglesias,2019,TV-14,29,['US'],3.0,7.1,6857.0,7.974,['comedy'],7.515
Paranormal,2020,TV-14,51,['EG'],1.0,,,9.125,['scifi'],7.57
Gameboys,2020,TV-14,27,['PH'],2.0,8.4,1118.0,8.164,"['drama', 'romance']",8.525
The Liberator,2020,TV-MA,49,['US'],1.0,7.5,6128.0,19.173,"['action', 'drama']",7.445
The Baby-Sitters Club,2020,TV-G,27,['US'],2.0,7.3,3966.0,29.598,"['comedy', 'drama']",7.75
Get Even,2020,TV-PG,27,['GB'],1.0,,,20.057,"['crime', 'drama']",8.110000000000001
The Gift,2019,TV-MA,43,['TR'],3.0,7.0,21802.0,16.327,"['drama', 'thriller']",7.465
Prank Encounters,2019,TV-MA,23,['US'],2.0,5.2,2728.0,15.251,"['comedy', 'reality']",6.385
Trinkets,2019,TV-MA,26,['US'],2.0,7.0,10725.0,17.648,"['comedy', 'drama']",7.64005
Ju-On: Origins,2020,TV-MA,29,['JP'],1.0,6.1,4546.0,20.607,"['drama', 'horror']",6.609999999999999
Dolly Parton's Heartstrings,2019,TV-14,66,['US'],1.0,7.6,2107.0,4.747,"['drama', 'music']",7.585
The Duchess,2020,TV-MA,24,['GB'],1.0,,,5.557,"['comedy', 'drama']",7.39
